Key,English,Simplified_Chinese
PROPQUEST_SCENARIO_INC_001932,"I guess if you maybe helped me to finish my research I would consider joining up. If you want to be of assistance to me, then please go talk to Drico and collect the Agony Ore.",我想如果你能帮助我完成研究，我会考虑加入的。如果你想对我有所帮助，那么请你去和德里科谈谈，并收集痛苦之石。
PROPQUEST_SCENARIO_INC_001933,"Agony Ore is quite rare, so I'm sure Drico won't be willing to hand it over right away… But, I guess that is now your problem! Hehe.",痛苦之石是相当罕见的，所以我肯定德里科不愿意马上交出它...但是，我想这现在是你的问题了！呵呵
PROPQUEST_SCENARIO_INC_001934,Change your mind so quickly I see? Guess you weren't in that much of a hurry to get my help then! Hehe.,我看你这么快就改变主意了？所以你根本没有那么急着让我帮忙! 呵呵。
PROPQUEST_SCENARIO_INC_001935,*Sniff* *Snort* Drico smell a stranger here? What stranger want? *sniff*,*嗅了嗅* *哼* 德里科闻到这里有陌生人吗？陌生人想要什么？*嗅*
PROPQUEST_SCENARIO_INC_001936,Hurry along now! Go find Drico and retrieve the Agony Ore!,现在快去吧! 去找德里科，拿回痛苦之石!
PROPQUEST_SCENARIO_INC_001937,Find Drico in Dekanes dungeon.,在达肯副本里找到德里科。
PROPQUEST_SCENARIO_INC_001939,Sweet Medication,甜蜜的药物
PROPQUEST_SCENARIO_INC_001940,Agony Ore? Khahahahaha! You say want Agony Ore? *snort* *sniff* Agony Ore very rare! I no trade!,痛苦之石？哈哈哈哈哈！你说想要痛苦之石？*哼* *闻* 痛苦矿石非常稀有！我不交易！
PROPQUEST_SCENARIO_INC_001941,*sniff*. Hmm...Maybe I change mind If do something for Drico! Tribe need sap of Roach Queen for medicine! *snort* You can collect for Drico?,*闻*。嗯……也许如果为德里科做点事情我会改变主意！部落需要毒花女王的汁液来做药！*哼* 你能帮德里科收集吗？
PROPQUEST_SCENARIO_INC_001942,"Collect sap from Pink Roach Queen and Blue Roach Queen, then bring to Drico.",从粉红毒花女王和蓝毒花女王身上收集汁液，然后带给德里科。
PROPQUEST_SCENARIO_INC_001943,You reject such a good chance now? *Sniff* *Sniff*. As you wish~,你要拒绝这么好的机会？*闻闻* 。好吧，如你所愿~
PROPQUEST_SCENARIO_INC_001944,*sniff* *sniff* Drico smell sweet sap!,*闻闻* 德里科闻到了甜美的汁液!
PROPQUEST_SCENARIO_INC_001945,Collect Pink Roach Queen Sap and Blue Roach Queen Sap! Sniff!,收集粉红毒花女王汁液和蓝毒花女王汁液! 闻一闻!
PROPQUEST_SCENARIO_INC_001946,Pink and Blue Roach Queen deep in dungeon. Please go gather their sap!,粉红和蓝色毒花女王在副本深处。请去收集它们的汁液!
PROPQUEST_SCENARIO_INC_001948,Collective Bargaining,集体谈判
PROPQUEST_SCENARIO_INC_001949,Give Drico Sap! Then Drico hand Ore to stranger! *snort*,把汁液给德里科! 那德里科就把痛苦之石交给陌生人! 
PROPQUEST_SCENARIO_INC_001950,Here take ore!,这是痛苦之石！
PROPQUEST_SCENARIO_INC_001951,You no want take now? *sniff* Drico need sap please!,你现在不想拿吗？*嗅* 德里科需要这些啦！
PROPQUEST_SCENARIO_INC_001952,"hehe, impressive! I knew you would find a way to obtain the ore!",嘿嘿，有魄力! 我就知道你会找到一个获得矿石的方法!
PROPQUEST_SCENARIO_INC_001953,Go take ore. Drico is busy now!,诺，痛苦之石，拿去便走吧。德里科现在很忙!
PROPQUEST_SCENARIO_INC_001954,Take the Agony Ore to Ainher.,带着痛苦之石去找音赫。
PROPQUEST_SCENARIO_INC_001956,Psykeeper Hero's Pendant,精神使者的英雄吊坠
PROPQUEST_SCENARIO_INC_001957,Just give me the ore and you have my word that I will reunite with Reonan and the rest of the gang. First I need a little time to examine the ore.,只要把矿石给我，我向你保证，我将与瑞尔南和其他人团聚。但是我需要一点时间先来检查矿石。
PROPQUEST_SCENARIO_INC_001958,"I can't leave this very moment, but here, take my pendant to Reonan. It will seal the deal! I will meet up with you again soon enough! Hehe.",我现在不能离开，但在这里，把我的吊坠拿给瑞尔南。我们就算完成了交易，我会很快和你再见面的! 嘻嘻。
PROPQUEST_SCENARIO_INC_001959,Please tell Reonan I am busy with important research but will come directly to him afterwards!,请告诉瑞尔南，我正忙于重要的研究，但之后会直接来找他。
PROPQUEST_SCENARIO_INC_001960,Eh? You don't want to leave here because of my radiant beauty? Guess I don't blame you!,嗯？你不想离开这里，因为我光芒四射的美貌？那我当然不会怪你了!
PROPQUEST_SCENARIO_INC_001961,You're back! How is Ainher doing? What? This is another of the pendants!,你回来了！音赫最近怎么样？什么？这是另一枚挂坠！
PROPQUEST_SCENARIO_INC_001962,Well what are you waiting for! Take the pendant to Reonan!,那你还等什么！？带着吊坠去找瑞尔南!
PROPQUEST_SCENARIO_INC_001963,Give Ainher's Pendant to Reonan.,把音赫的吊坠交给瑞尔南。
PROPQUEST_SCENARIO_INC_002141,The Last Hero,最后的英雄
PROPQUEST_SCENARIO_INC_002142,You know? You've grown a lot during the course of this all. We've almost reached the end of the initial phase though! We just need to find the last hero!,你知道吗？在这过程中，你已经成长了很多。虽然我们几乎已经达到了初始阶段的终点! 但是我们仍需要找到最后一个英雄!
PROPQUEST_SCENARIO_INC_002143,Shade's power grows progressively stronger… I can feel it…. We must hurry and find the last hero as soon as possible.,谢莉德的力量逐渐变强...我能感觉到... 我们必须抓紧时间，找到最后的英雄。
PROPQUEST_SCENARIO_INC_002144,I believe Achaben has more details on where we might find the last hero. Please go to him right away!,我相信雅察本有更多可以找到最后一位英雄的细节。请马上去找他!
PROPQUEST_SCENARIO_INC_002145,You can hear more details on where to find the last hero from Achaben! Please go and speak with him!,你可以从雅察本那里得到更多关于寻找最后一位英雄的细节! 请去和他谈谈吧!
PROPQUEST_SCENARIO_INC_002146,You cannot give up yet after everything we've worked for!,在我们做了这么多努力之后，你已经不能放弃了！
PROPQUEST_SCENARIO_INC_002147,"Yes~ Oh! You're here again, my lord.",是的~ 哦！你又来了，我的主人。
PROPQUEST_SCENARIO_INC_002148,Why haven't you left yet? Achaben is running the general store of Darken. Please go meet with him!,你为什么还不走？雅察本在经营达肯杂货店。请你去见他!
PROPQUEST_SCENARIO_INC_002149,Return to Darken and meet with Achaben.,回到达肯，与雅察本会面。
PROPQUEST_SCENARIO_INC_002151,"The High Magician, Laola",大魔导士，拉宇
PROPQUEST_SCENARIO_INC_002152,"I've heard you are still in search of the legendary heroes, no? I've heard of a powerful warrior undergoing extensive training in Darkon 3. This might be one of the warriors for which you are searching.",我听说你还在寻找传说中的英雄，是吗？我知道有一个强大的勇士在达肯3接受训练。这可能是你正在寻找的勇士之一。
PROPQUEST_SCENARIO_INC_002153,"I was informed of this warrior by my friend Laola, who works in Darkon 3. Please go meet with her for further details!",我的朋友拉宇告诉我这个勇士，她在达肯3，请去见她，了解更多细节！
PROPQUEST_SCENARIO_INC_002154,"Laola should be at her house in the forests of Darkon 3, where she works as a gardener. Just be aware, the area is overrun with many monsters!",拉宇应该在达肯3森林的房子里，她在那里当园丁。但是要注意，这个地区有很多怪物!
PROPQUEST_SCENARIO_INC_002155,"Too bad! Well if you are free, wanna help me complete some more deliveries?",太可惜了！不过如果你有空，想帮我完成一些吗？
PROPQUEST_SCENARIO_INC_002156,Hey now! Who are you? Why are you coming to my flower garden without any permission?,嘿，你是谁？你为什么没经过允许就来我的花园？
PROPQUEST_SCENARIO_INC_002157,Laola will be in Darkon 3. Please go find her!,拉宇在达肯3。请去找她!
PROPQUEST_SCENARIO_INC_002158,Go to Darkon 3 to find Laola,去达肯3找到拉宇
PROPQUEST_SCENARIO_INC_002160,The Perils of Gardening,园艺的危险
PROPQUEST_SCENARIO_INC_002161,Ohh! Achaben sent you! Sorry for the less than friendly greeting! I heard you are looking for the warrior about whom I spoke of to Achaben?,哦！雅察本让你来的！不好意思，我刚才不太友好。我听说你在找我和雅察本提过的那位勇士？
PROPQUEST_SCENARIO_INC_002162,"I have briefly seen her before, but I’m not entirely sure of her exact whereabouts. I do have a friend who claims to have seen this warrior recently…",我以前曾短暂地见过她，但现在并不确定她的具体行踪。但是我有一个朋友表明最近见过这位勇士...
PROPQUEST_SCENARIO_INC_002163,"I will introduce you to them, but first I need a little help! I do extensive gardening here in Darkon 3 but the Watangka tribes have been making my work difficult. Could you please eliminate some of them?",我会把你介绍给他们，但首先我需要一点帮助！我在达肯3这里做着大量的园艺工作，但巫民部落一直让我的工作变得困难。你能帮我消灭他们中的一些吗？
PROPQUEST_SCENARIO_INC_002164,Please hunt 20 Small Watangkas & 15 Watangkas and return to me. It is terribly difficult to garden in these conditions!,请猎杀20个巫民和15个巫民土著。在这样的条件下进行园艺是非常困难的!
PROPQUEST_SCENARIO_INC_002165,Please help eliminate the Watangka! It's hard enough to make a living already without them around!,请帮助消灭巫民土著! 他们的存在，让我们的生活已经非常艰难的了!
PROPQUEST_SCENARIO_INC_002166,Thank you so much!! Now I can work to get my next export of flowers out!,太感谢你了! 现在我可以努力种下一个花了!
PROPQUEST_SCENARIO_INC_002167,Please go and defeat the Watangka before they destroy any more of my flowers!,请去打败巫民土著，免得他们再毁掉我的花!
PROPQUEST_SCENARIO_INC_002168,Hunt 20 Small Watangkas & 15 Watangkas and return to Laola.,击杀20个巫民和15个巫民土著，并交给拉宇。
PROPQUEST_SCENARIO_INC_002170,The Nomadic Chef,流浪的厨师
PROPQUEST_SCENARIO_INC_002171,I've heard that the warrior in question is supposedly a powerful Billposter…,我听说这位勇士是一位强大的暴力技师。
PROPQUEST_SCENARIO_INC_002172,If you are looking for further information on them then please go to my friend Jinitte. He has traveled the continent of Darkon extensively and knows much of its happenings.,如果你在进一步寻找他们的信息，请去找我的朋友杰奴塔。他已经走遍了达肯大陆，对发生了什么事情很了解。
PROPQUEST_SCENARIO_INC_002173,Jinitte might just know where this hero is hiding out.,杰奴塔可能知道这位英雄的藏身之处。
PROPQUEST_SCENARIO_INC_002174,Rather hang around and help me garden? Haha I'm joking! I know you probably have much more important work to attend to!,宁愿在附近闲逛，帮我种花？哈哈，开个玩笑！我知道你可能有更重要的工作要做!
PROPQUEST_SCENARIO_INC_002175,Greetings Sir! You lookin to try my world famous cuisine!,向您问候! 你想尝尝我做的美味佳肴吗？
PROPQUEST_SCENARIO_INC_002176,Jinitte is a famous world travelling cook. He is currently selling food at the Nomads village.,杰奴塔是一位著名的世界旅行厨师。他目前在游牧村出售食物。
PROPQUEST_SCENARIO_INC_002177,Go find Jinitte at Nomads village in Central Darkon 3,去达肯3的游牧村找杰奴塔吧
PROPQUEST_SCENARIO_INC_002179,Roots of Flavor,树根的味道
PROPQUEST_SCENARIO_INC_002180,Ah~! You're the one lookin for that hero! Figured you were here to try some of my world famous cuisine!,啊~！你是那个寻找那个英雄的人！以为你是来尝试我的一些世界著名美食！
PROPQUEST_SCENARIO_INC_002181,"Haven't heard of me!? Well you my friend, must have been living under a pretty big rock for some time.",没听说过我！？我的朋友，你一定在地底世界下生活了一段时间
PROPQUEST_SCENARIO_INC_002182,"Maybe while you adjust to the light, you could do me a little favor? Afterwards I promise to tell you where to find that hero you are looking for!",也许当你适应光线时，你可以帮我一点忙？之后，我保证告诉你在哪里可以找到你要找的那个英雄！
PROPQUEST_SCENARIO_INC_002183,"Thanks!! Well, I'm working on my latest masterpiece dish, but first I need 10 Anti Roots. Please go obtain some from Antiquery!",谢谢！！好吧，我正在制作我的新杰作，但首先我需要 10 个树根。你可以从树精身上获取！
PROPQUEST_SCENARIO_INC_002184,Ahh nevermind then! Figured you might do me this one favor!,啊，那没关系！我想你可以帮我这个忙！
PROPQUEST_SCENARIO_INC_002185,Oh!! I was waiting for you. You came back earlier than I expected.,哦！我在等你，你比我预想的早回来。
PROPQUEST_SCENARIO_INC_002186,Please hunt Antiquery and bring me 10 Anti Roots.,请猎杀树精并带给我10个树根
PROPQUEST_SCENARIO_INC_002187,Hunt Antiquery and get 10 Anti Roots.,请猎杀树精并获得10个树根
PROPQUEST_SCENARIO_INC_002189,Solace in the Mountains,山间的慰藉
PROPQUEST_SCENARIO_INC_002190,The warrior you are looking for is currently training up at the Stone Mountain. I believe her to be the original hero Billposter.,您正在寻找的勇士目前正在巨石山训练，我相信她是最初的英雄暴力技师。
PROPQUEST_SCENARIO_INC_002191,She shouldn't be too hard to find. Seems like she's been training in the same spot for quite some time now. Plan to find her?,她应该不会太难找到，似乎她已经在同一个地方训练了很长一段时间了，打算找她吗？
PROPQUEST_SCENARIO_INC_002192,She typically can be found meditating high up in the mountains Southeast of this location. Good luck!,她通常在这个位置东南部的山脉高处冥想，祝你好运！ ！
PROPQUEST_SCENARIO_INC_002193,"Well, you can hang around, but don't think you will be eating for free here!",好吧，你可以四处闲逛，但不要以为你能在这里白吃白喝！
PROPQUEST_SCENARIO_INC_002194,"Hmm, I sense an unknown aura interfering with my meditation…",嗯，我感觉到一股未知的气息干扰了我的冥想…
PROPQUEST_SCENARIO_INC_002195,"Yes yes, my food smells delicious. Time for you to go accomplish your mission!",是的，是的，我的食物闻起来很美味。但你是时候该去完成你的任务了！
PROPQUEST_SCENARIO_INC_002196,Find the Billposter hero high in the mountains Southeast of Nomads Village.,在游牧村东南部的山脉中寻找暴力技师英雄。
PROPQUEST_SCENARIO_INC_002198,Billposter Hero - Sury,暴力技师英雄-叙里
PROPQUEST_SCENARIO_INC_002199,I'm very close to reaching a perpetual state of enlightenment. It is crucial that you don't…,我离永恒状态的启迪非常近了。 关键是你不能...
PROPQUEST_SCENARIO_INC_002200,Reonan!? He sent you? You seem rather weak for someone Reonan has supposedly entrusted so much knowledge to…,瑞尔南!?他派你来的？瑞尔南把这么多知识交付给了你，这让你看起来很虚弱.....
PROPQUEST_SCENARIO_INC_002201,"We will prove just what you are capable of. If you are successful in carrying out 3 tests, then our conversation will resume…",我们将证实你的能力。如果你成功地通过了3次测试，那么我们的对话才能继续…
PROPQUEST_SCENARIO_INC_002202,"First, please go and defeat 50 Small Luias & 35 Luias. This should be sufficient to prove to me that you are a worthy disciple of Reonan.",首先，请去打败50只小火鸟和35只火鸟。这应该足以向我证明你是一个当之无愧的瑞尔南的徒弟。
PROPQUEST_SCENARIO_INC_002203,"Well, you talk a big game. But remember, actions do speak louder than words. Lets see if you can complete the quest.",别说大话了。请记住，行动胜于雄辩。让我们看看你是否能完成任务。
PROPQUEST_SCENARIO_INC_002204,"If you do not wish to undergo the quest, then move along. I need absolute concentration.",如果你不想接受这个任务，那就请你离开。我需要绝对的专注。
PROPQUEST_SCENARIO_INC_002205,Hmm... You are definitely stronger than I previously imagined you would be…,嗯……你果然比我之前想象的要强得多……
PROPQUEST_SCENARIO_INC_002206,Please do not talk to me until you have defeated 20 Small Luias & 15 Luias.,在你击败20只小火鸟和15只火鸟之前，请不要和我说话！
PROPQUEST_SCENARIO_INC_002207,Hunt 50 Small Luias & 35 Luias and then speak with Sury,击杀50只小火鸟和35只火鸟，然后与叙里交谈。
PROPQUEST_SCENARIO_INC_002209,Sury's Test (1),叙里的测试 (1)
PROPQUEST_SCENARIO_INC_002210,"Do not fool yourself into believing that was the only test. Next, please defeat the Shuhamma for me.",不要自欺欺人地认为那是唯一的考验。接下来，请为我打败机械象。
PROPQUEST_SCENARIO_INC_002211,Are you still determined to prove your worth? You can back out at anytime.,你仍然有决心证明你的价值吗？你可以在任何时候退出。
PROPQUEST_SCENARIO_INC_002212,"Well then, hunt 50 Small Shuhammas & 35 Shuhammas for me.",那么，请为我狩猎50个小机械象和35个机械象吧！
PROPQUEST_SCENARIO_INC_002213,"Heh, a true warrior would never turn down a challenge.",呵，一个真正的勇士永远不会拒绝挑战。
PROPQUEST_SCENARIO_INC_002214,Impressive. Guess I should increase the difficulty of the next test if I wish to truly test you!,真令人印象深刻。如果我想真正考验你，我想我应该增加下一次测试的难度！
PROPQUEST_SCENARIO_INC_002215,The Shuhammas should be right at the bottom of this mountain. Please make haste and defeat 20 Small Shuhammas & 15 Shuhammas.,机械象应该在这座山的下边。请赶快打败20个小机械象和15个机械象。
PROPQUEST_SCENARIO_INC_002216,Hunt 50 Small Shuhammas & 35 Shuhammas and then speak with Sury,狩猎50只小机械象和35只机械象，然后与叙里交谈。
PROPQUEST_SCENARIO_INC_002218,Sury's Test (2),叙里的测试 (2)
PROPQUEST_SCENARIO_INC_002219,This will be my final task. Complete this and you will have proven yourself worthy enough to speak with me regarding Reonan's request.,这将是我的最终考验。完成这个，你就证明了你有足够的资格可以和我谈论瑞尔南的请求。
PROPQUEST_SCENARIO_INC_002220,The Shuhamma were hardly a challenge for you. Now I really wanna test your skill!. Please go hunt the Lord Shuhamma which servers as their leader!,机械象对你来说几乎不成挑战。现在我真的想考考你的本事！快去猎杀他们的首领机械象之王！
PROPQUEST_SCENARIO_INC_002221,"Hunting the Lord Shuhamma by yourself will be a daunting task. You might wish to enlist the aid of other warriors. But, if you DO defeat him solo, you will have truly earned my respect!",单独去猎杀机械象之王将是一项艰巨的任务。你可能希望寻求其他战士的帮助。不过，如果你真的能单独打败他，那我很敬佩你！
PROPQUEST_SCENARIO_INC_002222,You are a quite a brave adventurer. Go hunt 40 Captain Shuhammas & the Lord Shuhamma and let's see what you are truly made of!,你真是个勇敢的冒险者。去猎杀40个钢甲机械象和机械象之王，让我们看看你到底有多厉害！
PROPQUEST_SCENARIO_INC_002223,And here I was thinking you could do it! Maybe I was wrong about you...,我还以为你能做到呢！也许我对你判断错了……
PROPQUEST_SCENARIO_INC_002224,"That was surely no easy feat. You have earned my respect stranger! My name is Sury, the original Billposter Hero",这当然不是一件容易的事。你赢得了我的尊敬，陌生人！我的名字是叙里，第一位暴力技师英雄
PROPQUEST_SCENARIO_INC_002225,You still have yet to hunt 40 Captain Shuhammas & the Lord Shuhamma? Return to me once you are finished!,你还没有猎杀40个钢甲机械象和机械象之王吗？完成后再回来找我！
PROPQUEST_SCENARIO_INC_002226,Hunt 40 Captain Shuhammas & the Lord Shuhamma and go back to Sury.,猎杀40个钢甲机械象和机械象之王，然后去找叙里。
PROPQUEST_SCENARIO_INC_002228,Sury's Dilemma,叙里的困境
PROPQUEST_SCENARIO_INC_002229,"I've been training up here so long. I feel that I'm so close to achieving a heightened level of power, but there is something missing…",我在这上面训练了这么久。我觉得我的力量达到了更高水平了，但还缺少一些东西......
PROPQUEST_SCENARIO_INC_002230,"I don't know why… I just feel like there is something missing… and this ""thing"" is keeping me from realizing my true inner potential.","我不知道为什么......我只是觉得缺少一些东西......而这个 ""东西 ""使我无法激发我真正的内在潜力。"
PROPQUEST_SCENARIO_INC_002231,Could you please seek my mentor (Billposter Guardian) Capafe and explain my dilemma. He will surely understand…,你能不能找我的导师（暴力技师护侍）卡帕菲，并向他阐述我的困境。他一定会理解的...
PROPQUEST_SCENARIO_INC_002232,Thank you! Please get advice from (Billposter Guardian) Capafe.,谢谢！请从（暴力技师护侍）卡帕菲那里得到一些建议。
PROPQUEST_SCENARIO_INC_002233,You can't possibly stop now. You play an important role in things to come!,你不能现在就停下来。你的行为将会影响未来的事情!
PROPQUEST_SCENARIO_INC_002234,"Welcome, I have been expecting you.",欢迎回来，我一直在等着你。
PROPQUEST_SCENARIO_INC_002235,(Billposter Guardian) Capafe is located in Southern Darkon 3 along with the other Guardians.,（暴力技师护侍）卡帕菲与其他守护者都位于达肯3的南部。
PROPQUEST_SCENARIO_INC_002236,Find (Billposter Guardian) Capafe.,找到（暴力技师护侍）卡帕菲
PROPQUEST_SCENARIO_INC_002238,Enlightenment Shard,启迪碎片
PROPQUEST_SCENARIO_INC_002239,"Sury is currently in a perpetual state of self doubt. Despite her unyielding dedication to her training, there is a self-realization she alone will have to make…",叙里现在正处于一个持续的自我怀疑状态。尽管她在坚持不懈的训练，但她仍不得不独自实现自我救赎……
PROPQUEST_SCENARIO_INC_002240,Go to Fera to get the Enlightenment Shard. She will tell you.,去菲拉那获取启迪碎片。她会向你解释的。
PROPQUEST_SCENARIO_INC_002241,"We may be able to assist her in making this realization though… Find Fera, the Billposter Priest, at the Altar of Billposter North of here. She might know of a way…",不过，我们或许可以帮助她实现这一目标…在此处北边的暴力技师祭坛找到暴力技师祭司菲拉。 她可能知道一种方法...
PROPQUEST_SCENARIO_INC_002242,Don't refuse your destiny!,不要抗拒你的命运!
PROPQUEST_SCENARIO_INC_002243,"The Guardian has sent you, right? I was waiting for you…",是护侍派你来的吗？我一直在等你...
PROPQUEST_SCENARIO_INC_002244,Fera is Bill Poster Priest at the Bill Poster Altar. You shall find her there. I'm sure she is already expecting you.,菲拉是暴力技师祭坛的暴力技师祭司。你会在那里找到她的。我敢肯定她已经在等你了。
PROPQUEST_SCENARIO_INC_002245,Find Fera in Billposter Alter,在暴力技师祭坛找到菲拉
PROPQUEST_SCENARIO_INC_002247,Fera's Test,菲拉的考验
PROPQUEST_SCENARIO_INC_002248,"Sury's mind is currently clouded with doubt, as the Guardian had mentioned. In her current state, she will never reach enlightenment regardless of how hard she trains…",正如护侍所说，现在叙里的脑海中充满了自我怀疑。以她现在的状态，再怎么努力修炼，也永远不会突破...
PROPQUEST_SCENARIO_INC_002249,"To help grant her thoughts a renewed sense of clarity, we must bring her a Shard of Enlightenment. First I must test your own personal strength. Do you accept?",为了让她的思绪重新变得清晰，我们必须给她带来一点启迪。但首先，我必须考验你的个人实力。你接受吗？
PROPQUEST_SCENARIO_INC_002250,I knew you wouldn't back away from this challenge. Please hunt 60 Small Kern and 40 Kern located in Southern Darkon 3.,我就知道你不会在这个挑战中退缩。请在达肯3南部猎杀60个石魔和40个岩裂石魔。
PROPQUEST_SCENARIO_INC_002251,We must not falter in the face of adversity!,我们决不能在逆境中动摇!
PROPQUEST_SCENARIO_INC_002252,I never doubted your skill for a second!,我从来没有怀疑过你的能力！
PROPQUEST_SCENARIO_INC_002253,Please go and hunt down the Kern as a test of your own strength.,请去猎杀岩裂石魔以测试你自己的力量。
PROPQUEST_SCENARIO_INC_002254,"Hunt 60 Small Kern and 40 Kern located in Southern Darkon 3, then talk with Fera.",猎杀位于达肯3南部的60个石魔和40个岩裂石魔，然后与菲拉交谈。
PROPQUEST_SCENARIO_INC_002256,Out of the Oven and into the Fire,走出炼狱，迈入烈火
PROPQUEST_SCENARIO_INC_002257,"In order to complete the process required to create a Shard of Enlightenment, we must first acquire an Infernal Stone",为了制作启迪碎片，我们首先需要获得一块地狱之石
PROPQUEST_SCENARIO_INC_002258,Please defeat 30 Captain Kerns and acquire the Infernal Stone which should be located somewhere around them.,请击败 30 个熔岩石魔并获得位于他们周围某处的地狱之石。
PROPQUEST_SCENARIO_INC_002259,"Great! Once you have acquired the Infernal Stone, take it to Capafe and ask about the next step of the process.",太棒了！一旦你获得了地狱之石，就把它带给卡帕菲，然后询问下一步的过程。
PROPQUEST_SCENARIO_INC_002260,"If you wish Sury to return to her original state, this is the only way.",如果你希望叙里恢复到初始状态，这是唯一的办法。
PROPQUEST_SCENARIO_INC_002261,I have been waiting for you. I see that you have acquired an Infernal Stone.,我一直在等你。我想你已经拿到了一块地狱之石。
PROPQUEST_SCENARIO_INC_002262,"Please hurry, I'm sure Capafe is waiting for us!",请快点！我确信卡帕菲正在等我们！
PROPQUEST_SCENARIO_INC_002263,"Hunt 30 Captain Kern, acquire the Infernal Stone, then talk with Capafe.",猎杀30个熔岩石魔，获得地狱之石，然后和卡帕菲谈谈。
PROPQUEST_SCENARIO_INC_002265,Stone of Enlightenment,启迪之石
PROPQUEST_SCENARIO_INC_002266,"In order to create a Shard of Enlightenment, we will need to fuse together an Infernal Stone and an Angelic Stone.",为了制作启迪碎片，我们需要将地狱之石和天使之石融合在一起。
PROPQUEST_SCENARIO_INC_002267,Please return to Fera and explain to her what it is you need.,请返回菲拉处并向她说明你还需要什么。
PROPQUEST_SCENARIO_INC_002268,She will be able to explain in greater detail about how to acquire an Angelic Stone.,她会更详细地向你解释如何获得天使之石。
PROPQUEST_SCENARIO_INC_002269,We could all use your assistance right now…,我们现在都需要你的帮助…
PROPQUEST_SCENARIO_INC_002270,Ah! You've returned! What did Capafe have to say of the issue?,啊! 你回来了！卡帕菲对这个问题有什么想法吗？
PROPQUEST_SCENARIO_INC_002271,Ask Fera about the Angelic Stone.,向菲拉询问关于天使之石的事
PROPQUEST_SCENARIO_INC_002272,,
PROPQUEST_SCENARIO_INC_002274,Look for Angelic Stone,寻找天使之石
PROPQUEST_SCENARIO_INC_002275,Oh! Of course! It was an Angelic Stone that we require to complete the transmutation!,哦！当然！天使之石是我们完成突破所必需的物品！
PROPQUEST_SCENARIO_INC_002276,You can find Angelic Stones in Southern Darkon 3 near the Captain Glaphans. Will you please defeat them and acquire the stone?,你可以在达肯3南部的变异食人鱼附近找到天使石。你可以打败它们并获得这块石头吗？
PROPQUEST_SCENARIO_INC_002277,"Good! Please defeat 60 Captain Glaphan and acquire the Angelic Stone. Once the stone is in your possession, return to Capafe!",不错！请击杀60个变异食人鱼并获取天使之石。一旦你拿到了这块石头，返回卡帕菲处！
PROPQUEST_SCENARIO_INC_002278,Are you giving up?,你要放弃了吗？
PROPQUEST_SCENARIO_INC_002279,You have found the Angelic Stone! Now I can create a Shard of Enlightenment by combining both of the stones.,你成功的拿到了天使之石！现在我能使用这两块石头来制作启迪碎片了。
PROPQUEST_SCENARIO_INC_002280,We have no time for idle conversation. Please retrieve the stone!,我们没有时间闲聊。请拿到那块石头！
PROPQUEST_SCENARIO_INC_002281,"Hunt 60 Captain Glaphans, acquire the Angelic Stone, then take it to Capafe for transmutation.",猎杀60个变异食人鱼并获取天使之石，然后将石头带给卡帕菲进行融合。
PROPQUEST_SCENARIO_INC_002283,Sury's Realization,叙里的领悟
PROPQUEST_SCENARIO_INC_002284,The process of transmutation required to create the Shard of Enlightenment will take just a moment…,只需片刻的融合过程便能制作出启迪之石...
PROPQUEST_SCENARIO_INC_002285,It is finished. Please bring the Shard of Enlightenment to Sury as soon as you can.,启迪碎片制作完成！请尽快将启迪碎片交给叙里。
PROPQUEST_SCENARIO_INC_002286,Thank you. This should help bring the clarity to her thoughts that Sury requires.,非常感谢。这样应该能帮助叙里理清自己的想法。
PROPQUEST_SCENARIO_INC_002287,It would be most unwise to deny this request…,拒绝这个请求是非常愚蠢的行为…
PROPQUEST_SCENARIO_INC_002288,I see you have returned. What has transpired?,我看你回来了。这期间发生了什么？
PROPQUEST_SCENARIO_INC_002289,Please hurry. Sury needs our aid.,请尽快。叙里需要我们的帮助。
PROPQUEST_SCENARIO_INC_002290,Hand the Shard of Enlightenment to Sury.,请将启迪碎片交给叙里。
PROPQUEST_SCENARIO_INC_002292,In Safe Hands,值得信赖的人
PROPQUEST_SCENARIO_INC_002293,"This Shard, it has made everything so much clearer! I have recovered the part of myself that I lost along the way. I was once Roentel, Hero Billposter…",这个碎片，它让一切变得更加清晰了！我已经找回了这一路上我遗失的那部分自己。 我曾经是罗瓦特，暴力技师英雄……
PROPQUEST_SCENARIO_INC_002294,I now see the gravity of this situation…the peril that Madrigal is truly in. I understand why Reonan is seeking us out!,我现在意识到了这种情况的严重性…瑞加大陆现在是真的处于危险之中。我明白瑞尔南为什么要找我们了！
PROPQUEST_SCENARIO_INC_002295,"First, could you perhaps complete one favor for me? I left my pendant to Capafe before I decided to isolate myself up here on this mountain to train.",首先，你能不能帮我办个事？ 在我决定将自己隔离在这座山上训练之前，我把我的吊坠交给了卡帕菲。
PROPQUEST_SCENARIO_INC_002296,Thank you yet again! Capafe should have the pendant. Go and ask her if she could return it.,再次感谢你！卡帕菲现在应该拿着吊坠。去问问她能不能将吊坠交还给我。
PROPQUEST_SCENARIO_INC_002297,"This pendant is an important symbol of trust, you must acquire it!",这条吊坠是信任的重要象征，你必须拿到它！
PROPQUEST_SCENARIO_INC_002298,I'm glad to hear that Sury has reached this realization.,我很高兴听到叙里已经实现了突破。
